id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
35348834,Chez Clö/Cozy basement apartment,"Welcome to your own private apartment a few minutes drive from downtown. This is a modern, one bedroom full apartment with private entrance. It is located in the bottom half of the home but still receives lots of light thanks to the large windows through",,59741737,Claudine,2016-02-21,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/f2bdb64c-aa86-4b23-aace-d3712bdcfd86.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f2bdb64c-aa86-4b23-aace-d3712bdcfd86.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Rideau-Rockcliffe,,45.43381,-75.64661,Entire condominium,Entire home/apt,2,1 bath,1,1,"[""TV with standard cable"", ""Heating"", ""Carbon monoxide alarm"", ""Private entrance"", ""Cable TV"", ""Host greets you"", ""Security cameras on property"", ""Iron"", ""Shampoo"", ""Dedicated workspace"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"",",2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,2021-07-10,1,0,0,2019,2019,5,5,5,5,5,5,5,,f,1,1,0,0,0,115
35351154,"Warm & welcoming, for your capital stay!","Come into a relaxing space during your capital stay! With that homey feeling, you may want to come back again. Enjoy the beautiful sun sets, the indoor pool, & with a walking/biking path nearby, you can easily get out to enjoy a stroll amongst the experi","What makes the space special is that it’s located on the experimental farms, and you’ll be greeted with many walking paths, as well as that sunset!",256706437,Vicki & Mesac,2019-04-18,"Ottawa, Ontario, Canada","First time parents getting to know parenthood and all of its joyous, sometimes sleepless, times. 

Sharing our space whenever the time arises, so that those visiting can easily enjoy this amazing city and all it has to showcase.  It can accommodate any",,,,f,https://a0.muscache.com/im/pictures/user/fa083e2b-852e-46f1-aba9-0092c86d457e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa083e2b-852e-46f1-aba9-0092c86d457e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",River,,45.37927,-75.72238,Entire apartment,Entire home/apt,4,1.5 baths,2,1,"[""Stove"", ""Pool"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Changing table"", ""Game console"", ""Kitchen"", ""TV"", ""Baby bath"", ""First aid kit"", ""Refrigerator"", ""Single level home"", ""Elevator"", ""Crib",1,32,1,2,32,32,1,32,,t,0,0,0,0,2021-07-10,0,0,0,,,,,,,,,,,t,1,1,0,0,,80
35351293,"BRIGHT, FURNISHED SINGLE-BEDROOM APARTMENT, 27 FLR","A bright, fully furnished, 27th-floor single-bedroom apartment.<br />Less than 10 minutes walking from the University of Ottawa and the Rideau Centre, and 15 minutes from Parliament Hill.<br />Utilities and Wi-Fi included.",,266144762,Rahul,2019-06-03,CA,"",,,100,f,https://a0.muscache.com/im/pictures/user/81438ac8-67c8-4d31-92cd-9a6bcd268df4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/81438ac8-67c8-4d31-92cd-9a6bcd268df4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,t,,Rideau-Vanier,,45.42633,-75.68791,Entire condominium,Entire home/apt,4,1 bath,1,2,"[""TV"", ""Pool"", ""Heating"", ""Iron"", ""Elevator"", ""Dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Gym"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Hair dryer""]",90,1125,90,90,1125,1125,90,1125,,t,22,22,22,22,2021-07-10,1,1,0,2020,2020,5,5,5,5,5,5,5,,f,1,1,0,0,0,60
35352676,CLEAN & COZY PRIVATE BEDROOM(long-term 800$/month),"Private bedroom available to rent in the heart of Nepean! Tons of amazing restaurants near by, bus stop that will also take you there just a second walk.<br /><br />Double Size bed and Single bed available in this 6 rooms single house. You have access to",Great neighborhood clean and classic.,187592779,Yilin,2018-05-03,"Ottawa, Ontario, Canada","",,100,96,t,https://a0.muscache.com/im/pictures/user/1a4adad4-8a64-40b1-a845-7dcfb7cf7ce2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a4adad4-8a64-40b1-a845-7dcfb7cf7ce2.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'offline_government_id', 'government_id', 'zhima_selfie', 'work_email']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.35276,-75.70837,Private room in house,Private room,1,1 shared bath,1,1,"[""Stove"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Cleaning before checkout"", ""TV"", ""Baking sheet"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Free parking on premises"", ""Dedicated work",30,1125,30,30,1125,1125,30,1125,,t,1,9,39,128,2021-07-11,13,1,0,2020,2020,4,4,4,4,4,4,4,,f,4,0,4,0,0,26
35407477,Brand New Stunning 2 BDRM in Sandyhill,"New Listing! Brand new build, newly furnished, located in the heart of Sandyhill. Ideal for families & working professionals. Less than a 10 min walk to Byward Market, Ottawa University, Grocery stores, Rideau Center, LCBO, Beer store, Nightlife, Restaur","Sandy Hill - <br />Sandy Hill is a neighbourhood in Ottawa, located just east of downtown. The neighbourhood is bordered on the west by the Rideau Canal and on the east by the Rideau River. To the north it stretches to Rideau Street and the Byward Market",7354245,Lisa Miall,2013-07-08,"Ottawa, Ontario, Canada","I love to travel and really enjoy meeting new people and learning about different cultures. I am morally aligned with the AIRBNB vision of helping you discover amazing places while you travel within the comforts of home.

I have been an Airbnb host now",,100,96,f,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_x_medium,Sandy Hill,28,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.42487,-75.67661,Entire apartment,Entire home/apt,4,1 bath,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentia",2,999,2,28,1125,1125,25,1125,,t,7,12,38,313,2021-07-10,20,8,0,2021,2019,4,4,4,4,4,5,4,,f,21,21,0,0,4,139
35452994,Bright Rm-Mins to Ottawa U / Main transit / Rideau,"Perfect location downtown. Seconds to walk to  <br />amazing parks and a <br />BEAUTIFUL RIVER.<br />Minutes away from the<br />Byward Market, <br />downtown, <br />sandy hill embassy’s, <br />train yard shopping center,<br />Rideau center,<br />Ottawa","Very quiet, calm neighbourhood. <br />Walk to the river. you can read books by the river and enjoy a small picnic by the river in the park.",78075460,Farshad,2016-06-16,"Brossard, Quebec, Canada","I'm Farshad (aka Chad), 
I'm originally from Montreal but have opened up my second business in Ottawa and that has allowed me to host many wonderful guests on Airbnb like yourself. I enjoy helping people, and being a tourist to Ottawa several years back ",,,0,f,https://a0.muscache.com/im/pictures/user/5e327f48-fa44-409f-832c-2338d23d75cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e327f48-fa44-409f-832c-2338d23d75cb.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.4189,-75.66913,Private room in apartment,Private room,1,1 shared bath,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Lake access"", ""Host greets you"", ""Dedicated workspace"", ""Hot water"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Microwave"", ""Free parking on premises"", ""Long term stays allowed"", """,1,60,1,1,60,60,1,60,,t,0,0,0,0,2021-07-10,8,0,0,2019,2019,4,5,5,4,4,4,4,,f,2,0,2,0,0,48
35465673,Indian Summer Town 2nd floor Room 2B,"Great location inside ByWard Market of Ottawa downtown core and is perfect for pleasure or business travel to stay, steps to Rideau Street, where all the fun is. Near National Gallery and parliament hill, U. S. Embassy, Ottawa U., restaurants, bars, shop",,207396329,Jing Ping,2018-08-04,"Ottawa, Ontario, Canada","My name is Jing Ping, I am a daycare owner.
I am a positive,  easy-going and energetic person, I smile all the time. I enjoy to traveling and to meet different people. I treat the people the way, in which I want to be treated. ",,100,100,t,https://a0.muscache.com/im/pictures/user/efb6347a-b438-4639-b1e6-f7f5692a1a1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/efb6347a-b438-4639-b1e6-f7f5692a1a1b.jpg?aki_policy=profile_x_medium,Byward Market - Parliament Hill,5,5,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Rideau-Vanier,,45.43167,-75.69249,Private room in house,Private room,1,1.5 shared baths,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Backyard"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Smart lo",7,1125,7,7,1125,1125,7,1125,,t,11,34,64,154,2021-07-10,60,9,0,2019,2019,4,4,4,4,4,4,4,,f,5,0,5,0,2,45
35468942,Ottawa Sweet Home 7 Suite with Private Bathroom,"Lovely house located at the heart of Nepean. Next to Gilbey Park and surrounded by lots of amazing restaurants and grocery stores. Super convenient location, clean,  private Airbnb stay for a visit in Ottawa!<br /><br /><b>The space</b><br />We will be l","Located at Ottawa's busiest food street (Merivale Road). 5 minutes walking distance to the following restaurants: Nando's Ottawa (Merivale), Colonnade Pizza (Merivale), Alirang (Korean), Ng's Cuisine (Chinese), Merivale Noodle House (Vietnamese and Chine",232816959,Eagle,2018-12-27,"Ottawa, Ontario, Canada","Hi, my name is Eagle. My wife Lin and I are opening our sweet home to welcome you for a cozy stay in Ottawa! ",,100,92,t,https://a0.muscache.com/im/pictures/user/81ea7bbe-29cb-4fd7-b9ae-cca0897bda88.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/81ea7bbe-29cb-4fd7-b9ae-cca0897bda88.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.35877,-75.73662,Private room in house,Private room,2,1 private bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide ",2,9,2,2,9,9,2,9,,t,0,7,37,37,2021-07-10,3,0,0,2019,2019,5,5,5,5,5,5,5,,f,2,1,1,0,0,120
35489413,Co-habit w young professionals Ottawa ED4,"Co-Habit Erindale – Great location, quiet neighbourhood, west of downtown, private and secure guestroom! This property is best suited for guests between the ages of 25-38. Co-ed. Accommodates 4 young professionals in 1800 sq feet.<br /><br />Single acc","Great, quiet, safe, mature residential neighbourhood within walking distance to amenities, good public transit to downtown, Centretown, West or East Ottawa.",3201295,Greg And Valerie,2012-08-08,"Ottawa, Ontario, Canada","Hi! I'm Greg, Calgary born and happily transplanted to Ottawa. Educated and employed as an Economist,  I am also a trained Heritage Carpenter.  Owning and maintaining real estate is a passion of mine.  Giving back to the community is important to me and ",,100,100,t,https://a0.muscache.com/im/users/3201295/profile_pic/1422556870/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3201295/profile_pic/1422556870/original.jpg?aki_policy=profile_x_medium,Braemar Park - Bel Air Heights - Copeland Park,7,7,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",College,,45.35986,-75.74658,Private room in house,Private room,1,2 shared baths,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Backyard"", ""Free parking on premises""",60,1125,60,60,1125,1125,60,1125,,t,0,0,0,190,2021-07-10,1,0,0,2020,2020,5,5,5,5,5,5,5,,f,6,4,2,0,0,27
35564596,Emerald Meadows (Kanata South) Executive Townhouse,"Bright, comfortable and clean - this 2 bedroom townhouse is conveniently located in  Kanata (south). Free parking - driveway fits two cars plus a single garage. Self check-in! Family friendly neighborhood. Children's playground just around the corner wit",,2510838,Kelly,2012-05-31,"Toronto, Ontario, Canada","Thanks for stopping by my profile. I have stayed at many Airbnb's across the globe.  I have always appreciated cleanliness above all and also little things like waking up after a travel day and seeing there is coffee for the coffee maker.  Not having to ",,100,91,f,https://a0.muscache.com/im/users/2510838/profile_pic/1373482322/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2510838/profile_pic/1373482322/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,,Kanata South,,45.27367,-75.84596,Entire townhouse,Entire home/apt,4,1.5 baths,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""Baking sheet"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", """,2,185,2,2,1125,1125,2,1125,,t,8,26,54,324,2021-07-10,32,25,2,2019,2021,4,5,4,5,5,4,4,,f,1,1,0,0,1,135
35576045,Central Park area - 15-20 minutes to Parliament,"Our guests will get 2 separate rooms with up to 2 beds that can sleep up to 4 guests. <br />A private/non-shared bathroom. TV (guests may use their own media devices to connect and watch TV, as there’s no any TV services). Small dogs are allowed upon o","Central Park drive area, next to Baseline Rd and Marivale Rd.",265631651,Alina,2019-06-01,"Ottawa, Ontario, Canada","",,,92,f,https://a0.muscache.com/im/pictures/user/ad5ac03b-7867-42e4-9f23-ee051e1b32a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ad5ac03b-7867-42e4-9f23-ee051e1b32a9.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",River,,45.368,-75.74165,Private room in guest suite,Private room,4,1 private bath,1,2,"[""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Wifi"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Security ca",1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-10,16,5,0,2019,2021,4,4,4,4,4,4,4,,t,1,0,1,0,0,80
35577969,"Bright, very clean, newly renovated basement apt","Beautiful, very clean, well lite, quiet basement apartment with a private entrance and self-check-in.<br /><br />There is free parking and is only a 15-20 min. drive to central Ottawa/Parliament Hill, and Airport (YOW)/ 2 min. from the 417 highway. Ottaw","Shop one-of-a-kind boutiques on Westboro streets. (5 min. drive)<br /><br />Visit Westboro beach that has live music, a lifeguard on site and dancing under the stars. (10 min. drive)<br /><br />Order delicious inexpensive Chinese food at the Cypres Garde",83603956,Denise,2016-07-13,Canada,"I’m a friendly person who speaks French and English fluently. As your host, I will do all I can to make your stay pleasant and comfortable. // Je suis une personne amicale qui parle le français et l'anglais couramment. Comme votre hôtesse, je ferai t",,,,t,https://a0.muscache.com/im/pictures/user/97e82fd8-6252-42f9-80f8-9e16903a6fba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/97e82fd8-6252-42f9-80f8-9e16903a6fba.jpg?aki_policy=profile_x_medium,Carlington,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",River,,45.37842,-75.7419,Entire apartment,Entire home/apt,6,1 bath,2,3,"[""Stove"", ""Hot water kettle"", ""Free street parking"", ""Dishes and silverware"", ""Safe"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Wine glasses"", ""TV with standard cable"", ""Baking sheet"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Dishwasher""",2,26,2,2,26,26,2,26,,t,7,30,35,35,2021-07-10,63,26,4,2019,2020,4,4,4,4,5,4,4,,f,2,2,0,0,2,99
35609386,Clean nice room in new house w private bathroom,,,267896254,Nancy,2019-06-11,CA,"",,100,85,f,https://a0.muscache.com/im/pictures/user/b861761d-8724-419c-baa1-44bfb999b770.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b861761d-8724-419c-baa1-44bfb999b770.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Rideau-Goulbourn,,45.27367,-75.84454,Private room in house,Private room,1,1 private bath,1,1,"[""Shower gel"", ""Heating"", ""Carbon monoxide alarm"", ""Body soap"", ""Free street parking"", ""Shampoo"", ""Safe"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Microwave"", ""Smoke alarm"", ""Long term stays allowed"", ""Conditioner"", ""Wifi"", ""Essentials"", ",1,1125,1,1,1125,1125,1,1125,,t,30,60,90,90,2021-07-10,3,3,0,2020,2021,4,3,3,3,4,5,4,,f,2,0,2,0,0,75
35616477,Lovely 3 bedroom 3 bathroom home in Greenboro,"Spacious bungalow home perfect for families. Finished basement with bedroom, bathroom and fully equipped laundry room with oversized washer/dryer.<br />10 minutes from the airport and 15 minutes to downtown. 3 minutes away from South Keys shopping center",,25124947,Olga,2014-12-23,"Helsinki, Finland","",,,,f,https://a0.muscache.com/im/pictures/user/b34a4151-d2f7-4d52-bed8-2de9f01fc322.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b34a4151-d2f7-4d52-bed8-2de9f01fc322.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Gloucester-Southgate,,45.36714,-75.63529,Entire condominium,Entire home/apt,6,3 baths,3,4,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Fireplace guards"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Game console"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Free parking on premise",4,1125,4,4,1125,1125,4,1125,,t,0,0,0,0,2021-07-10,1,0,0,2019,2019,5,5,5,5,5,4,4,,t,1,1,0,0,0,195
35639822,Spacious 4 bedroom townhouse in Kanata Lakes,"Private entry, clean and comfortable 3 bedroom townhouse. Right in front of the Beaverbrook library, 2km to Kanata Centrum Shopping centre and one bus ride to downtown.  Perfect for business travelers and family.<br /><br /><b>The space</b><br />Third fl",Library and Earl of March Secondary school right across the street. During the summer many events will be hosted in the beaverbrook park right behind the library. A playground with play structure and seasonal splash park 3 mins away (200 meter). 2km from,268114840,Janet/Dave,2019-06-12,CA,"",,,17,f,https://a0.muscache.com/im/pictures/user/a7485770-d937-4902-8fe0-ecebc03ad110.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7485770-d937-4902-8fe0-ecebc03ad110.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'google', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Kanata North,,45.32082,-75.89366,Entire townhouse,Entire home/apt,7,1.5 baths,4,4,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""TV"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated",2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,2021-07-10,36,0,0,2019,2020,4,4,4,4,4,4,4,,f,1,1,0,0,1,120
35704583,Ottawa Haven for 1 - Star Location,"Restful yet close to action-- restos and cafes,  music festivals,  theater, shopping and   tourist destinations, universities,  route to Quebec recreation. <br /><br />Free parking on premises, 3 minute walk to great bus stops.  Bike available. <br /><br","New Edinburgh is very close to the beautiful Rideau River and has noteworthy historical sites and grand homes. Great walking, biking, jogging, picnicking along the river 10 minutes away by foot.<br /><br />Two popular pubs with lots meals, coffee shops w",65606846,Casey,2016-04-03,"Ottawa, Ontario, Canada","Hi, I am a 65 yr. old female retired from many things including teaching English to adults. Love to travel the world and experience new places and cultures.  Especially love speaking French and Spanish, my two second languages.",,80,0,f,https://a0.muscache.com/im/pictures/user/cea2a85f-4fc2-45f5-9b61-35c0679ee584.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cea2a85f-4fc2-45f5-9b61-35c0679ee584.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.44056,-75.67129,Private room in apartment,Private room,2,1 shared bath,1,1,"[""Stove"", ""Hot water kettle"", ""Radiant heating"", ""Free street parking"", ""Dishes and silverware"", ""Portable heater"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Cleaning before checkout"", ""Baking sheet"", ""Pocket wifi"", ""Refrigerator"", """,2,14,2,2,14,14,2,14,,t,24,54,84,84,2021-07-10,19,0,0,2019,2019,4,4,4,5,5,4,4,,f,1,0,1,0,0,45
35743516,Room of happiness (幸福之家),,,160247529,Jasline,2017-11-26,"Kobe, Hyogo, Japan","",,,,f,https://a0.muscache.com/im/pictures/user/b23d1f31-546e-4905-a0ab-a92a3ca328fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b23d1f31-546e-4905-a0ab-a92a3ca328fc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Capital,,45.4092,-75.66156,Private room in apartment,Private room,1,1 shared bath,1,1,"[""Pool"", ""Shampoo"", ""Elevator"", ""Dedicated workspace"", ""Gym"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Essentials""]",1,10,1,1,10,10,1,10,,t,0,0,0,0,2021-07-10,2,0,0,2019,2019,4,5,5,5,4,4,5,,f,1,0,1,0,0,50
35795745,Asus place formule,Wonderful place in the heart of the city. You are welcome there. See you,,269254012,Silvain,2019-06-17,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/af2bd47c-2e01-44cd-91a2-3022a7badcfc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af2bd47c-2e01-44cd-91a2-3022a7badcfc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Somerset,,45.41452,-75.69933,Entire condominium,Entire home/apt,6,2 baths,3,3,"[""TV"", ""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dryer"", ""Air conditioning"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Free parking on premises""]",1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-10,2,0,0,2019,2019,3,3,3,3,3,3,3,,t,1,1,0,0,0,305
35795770,1 Guest in shared Furn’d beautiful 3 bedrooms Apt.,"Sandy Hill, Ottawa:<br />Lovely  Fully Furn.'d Bedrm within a 3 bedroom stunningly renovated Apt. in Brick Triplex /5 min walk to Ottawa U., 10 min. walk to Downtown, 5 min. to Cordon Bleu Culin. School<br />Safe, Modern, Charming, lovely backyard, No Pa","Beautiful mature trees surround Sandy Hill.  This is a well established Ottawa Neighbourhood, very close (walking distance) to downtown but without the noise of Downtown Byward Market and its Nightlife.  This is a quiet neighbourhood popular with Ottawa ",34602819,Christine,2015-05-30,"Ottawa, Ontario, Canada","Hello there!
My partner & myself are self-employed and are busy carrying our own professional lives.  However, we take great pride in owning some lovely well maintained and cared for real estate properties which we rent to mature students, professors an",,86,72,f,https://a0.muscache.com/im/users/34602819/profile_pic/1433024253/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34602819/profile_pic/1433024253/original.jpg?aki_policy=profile_x_medium,Sandy Hill,8,8,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.42611,-75.67656,Private room in apartment,Private room,1,1 bath,1,1,"[""TV"", ""Heating"", ""Private entrance"", ""Shampoo"", ""Dryer"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Hangers""]",14,1125,14,14,1125,1125,14,1125,,t,28,58,88,363,2021-07-10,1,0,0,2019,2019,5,4,5,5,5,5,3,,f,9,3,6,0,0,85
